gene_claim_name	gene_name	entrez_id	gene_claim_source
ENSG00000253416			Ensembl
GPR26	GPR26	2849	IDG
ENSG00000165699	TSC1	7248	Ensembl
ENSG00000284325	MIR3655	100500820	Ensembl
ENSG00000122711	SPINK4	27290	HingoraniCasas
ENSG00000286174			Ensembl
ENSG00000275230	RN7SL544P	106481070	Ensembl
Q02763	TEK	7010	HopkinsGroom
ENSG00000233444			Ensembl
ROPN1L	ROPN1L	83853	Pharos
P25101	EDNRA	1909	TEND
ENSG00000264145			Ensembl
ENSG00000093134	VNN3	55350	Ensembl
LPHN1	ADGRL1	22859	dGene
ENSG00000229571	PRAMEF25	441873	Ensembl
ENSG00000124568	SLC17A1	6568	Ensembl
ENSG00000172201	ID4	3400	Ensembl
PAH	PAH	5053	ChemblInteractions
TRAV21	TRAV21	28662	Pharos
Q92570	NR4A3	8013	HopkinsGroom
ENSG00000230247	HNRNPH3P1	106480233	Ensembl
NR1H2	NR1H2	7376	PharmGKB
ENSG00000236212			Ensembl
Q14654	KCNJ11	3767	TdgClinicalTrial
ENSG00000181017	OR56B2P	390073	Ensembl
ENSG00000177464	GPR4	2828	RussLampel
ENSG00000251062			Ensembl
Q9UGF5	OR14J1	442191	HopkinsGroom
ENSG00000257935	LHX5-AS1	104355219	Ensembl
ENSG00000280272			Ensembl
P33402	GUCY1A2	2977	TdgClinicalTrial
SKP2	SKP2	6502	GO
ENSG00000155304	HSPA13	6782	Ensembl
AACS	AACS	65985	GO
ENSG00000186910	SERPINA11	256394	Ensembl
ENSG00000196363	WDR5	11091	HingoraniCasas
ENSG00000196465	MYL6B	140465	Ensembl
ENSG00000067704	IARS2	55699	Ensembl
ENSG00000152332	UHMK1	127933	RussLampel
ENSG00000262298			Ensembl
ENSG00000278274	SNORA61	677838	Ensembl
ENSG00000265574	WDR45BP1	646086	Ensembl
ENSG00000270479	BNIP3P37	106480285	Ensembl
NAALADL1	NAALADL1	10004	dGene
OR4F17	OR4F17	81099	Pharos
ENSG00000222515	RN7SKP240	106479202	Ensembl
ENSG00000153208	MERTK	10461	HingoraniCasas
ADCK1	ADCK1	57143	IDG
ENSG00000113369	ARRDC3	57561	Ensembl
BE0003825	RPL23	9349	DrugBank
ENSG00000278989			Ensembl
ENSG00000239988	RPL31P60	100271486	Ensembl
ENSG00000259518	LINC01583	101929690	Ensembl
ENSG00000151239	TWF1	5756	Ensembl
CTSB	CTSB	1508	GO
ENSG00000235997			Ensembl
ENSG00000268505			Ensembl
ENSG00000236466			Ensembl
ENSG00000150337	FCGR1A	2209	Ensembl
ENSG00000258930			Ensembl
DAPK2	DAPK2	23604	Pharos
ENSG00000226362	FAM41AY2	100302526	Ensembl
P14324	FDPS	2224	TdgClinicalTrial
MRE11	MRE11	4361	Oncomine
ENSG00000104368	PLAT	5327	RussLampel
ENSG00000200496	SNORD118	727676	Ensembl
ENSG00000257703			Ensembl
ENSG00000254308	IGLVIV-59	28761	Ensembl
ENSG00000143169			RussLampel
ENSG00000265390	MIR4999	100847049	Ensembl
6597	SMARCA4	6597	GuideToPharmacology
ENSG00000100490	CDKL1	8814	Ensembl
ENSG00000231316			Ensembl
Cytochrome P450 2A6	CYP2A6	1548	TTD
BE0000107	CEACAM1	634	DrugBank
PARN	PARN	5073	HumanProteinAtlas
ENSG00000106069	CHN2	1124	Ensembl
ENSG00000139835	GRTP1	79774	Ensembl
ENSG00000163159	VPS72	6944	Ensembl
ENSG00000119185	ITGB1BP1	9270	Ensembl
Peroxisome proliferator-activated receptor gamma	PPARG	5468	TTD
ENSG00000279159			Ensembl
ENSG00000114021	NIT2	56954	Ensembl
ENSG00000254326	IGHV7-27	28383	Ensembl
P51170	SCNN1G	6340	TEND
ENSG00000125531	FNDC11	79025	Ensembl
ENSG00000254458			Ensembl
ENSG00000138483	CCDC54	84692	Ensembl
TGFBR1	TGFBR1	7046	GO
ENSG00000243498	UBA52P5	100271031	Ensembl
ENSG00000250174	MYLK-AS2	100873940	Ensembl
ENSG00000276345			Ensembl
BE0000536	SLC36A1	206358	DrugBank
P08842	STS	412	HopkinsGroom
ENSG00000248371	LINC02056	102477328	Ensembl
TSSK3	TSSK3	81629	GO
HTRA2	HTRA2	27429	GO
SULT1A2	SULT1A2	6799	NCI
ENSG00000254751	TRIM64DP	727828	Ensembl
ENSG00000250761			Ensembl
OSGEP	OSGEP	55644	HumanProteinAtlas
PSMD13	PSMD13	5719	MyCancerGenome
ENSG00000259508			Ensembl
ENSG00000259447			Ensembl
ENSG00000162769	FLVCR1	28982	RussLampel
ENSG00000157933	SKI	6497	Ensembl
ENSG00000197517			RussLampel
ENSG00000272870			Ensembl
ENSG00000253093	RNA5SP179	100873441	Ensembl
ENSG00000139239	RPL14P1	144581	Ensembl
MC1R	MC1R	4157	HumanProteinAtlas
BE0001843	RAP2A	5911	DrugBank
ENSG00000163462	TRIM46	80128	Ensembl
ENSG00000229562	ZFYVE9P1	100289259	Ensembl
ELL	ELL	8178	CarisMolecularIntelligence
BE0004339			DrugBank
ENSG00000266329	MIR4281	100422962	Ensembl
ENSG00000224493			Ensembl
ENSG00000259366			Ensembl
ENSG00000199764			Ensembl
ENSG00000199047	MIR378A	494327	Ensembl
ENSG00000275239			Ensembl
ENSG00000169953	HSFY2	159119	Ensembl
ENSG00000110799	VWF	7450	RussLampel
PRDM10	PRDM10	56980	Pharos
ADGRG6	ADGRG6	57211	HumanProteinAtlas
ENSG00000184566			Ensembl
ENSG00000144648	ACKR2	1238	Ensembl
ENSG00000243560	RN7SL364P	106479356	Ensembl
OR10K1	OR10K1	391109	Pharos
ENSG00000122218	COPA	1314	HingoraniCasas
ENSG00000205269	TMEM170B	100113407	Ensembl
PPP1R13B	PPP1R13B	23368	Pharos
ENSG00000235488	JARID2-AS1	100506681	Ensembl
BE0002253	P4HA2	8974	DrugBank
ENSG00000134684	YARS	8565	Ensembl
ENSG00000271991			Ensembl
BE0000453	KIT	3815	DrugBank
GRM6	GRM6	2916	dGene
Q8NGK3	OR52K2	119774	HopkinsGroom
ENSG00000225493	LINC01107	151171	Ensembl
ENSG00000164087	POC1A	25886	Ensembl
ENSG00000222394			Ensembl
ENSG00000238076	MRPL48P1	221717	Ensembl
ENSG00000264829			Ensembl
ETV1	ETV1	2115	CIViC
Q9Y2Z9	COQ6	51004	HopkinsGroom
A6NND4	OR2AT4	341152	HopkinsGroom
ENSG00000082212	ME2	4200	Ensembl
ENSG00000117394	SLC2A1	6513	RussLampel
ENSG00000277782			Ensembl
ENSG00000207653	MIR558	693143	Ensembl
Protein-tyrosine phosphatase 1B	PTPN1	5770	TTD
ENSG00000106113	CRHR2	1395	Ensembl
ENSG00000146006	LRRTM2	26045	Ensembl
ENSG00000136928	GABBR2	9568	Ensembl
ENSG00000165923	AGBL2	79841	Ensembl
ENSG00000250986			Ensembl
ENSG00000216629	OR2W4P	81407	Ensembl
P30542	ADORA1	134	TEND
CAVIN4	CAVIN4	347273	Pharos
ENSG00000103489	XYLT1	64131	Ensembl
ACP1	ACP1	52	dGene
ENSG00000217477			Ensembl
B4GALT4	B4GALT4	8702	Pharos
ENSG00000225643			Ensembl
ENSG00000200291			Ensembl
ENSG00000119973	PRLHR	2834	RussLampel
P04626	ERBB2	2064	TdgClinicalTrial
X-linked inhibitor of apoptosis protein	XIAP	331	TTD
ENSG00000223626	LINC01044	104266956	Ensembl
UXS1	UXS1	80146	Pharos
ENSG00000279065			Ensembl
ENSG00000269148			Ensembl
ENSG00000168004	HRASLS5	117245	Ensembl
ENSG00000233058	LINC00884	401106	Ensembl
SDHAF4	SDHAF4	135154	Pharos
ENSG00000200085			Ensembl
Hepatitis C virus Non-structural 5			TTD
ENSG00000258017			Ensembl
ENSG00000155760	FZD7	8324	Ensembl
DBT	DBT	1629	Pharos
DCLK3	DCLK3	85443	GO
ENSG00000242165	RN7SL222P	106481831	Ensembl
ENSG00000230289			Ensembl
ENSG00000276158	MIR1264	100302251	Ensembl
ENSG00000180259	PRNT	149830	Ensembl
ENSG00000049759	NEDD4L	23327	Ensembl
MTR	MTR	4548	NCI
ENSG00000265069			Ensembl
OR51F2	OR51F2	119694	GO
ECE1	ECE1	1889	Pharos
ENSG00000239205	LINC02023	101928405	Ensembl
ENSG00000286080			Ensembl
ENSG00000259684			Ensembl
ENSG00000287507			Ensembl
ENSG00000225685	TSPY5P	379027	Ensembl
23408	SIRT5	23408	GuideToPharmacology
GPR21	GPR21	2844	IDG
JUN	JUN	3725	DTC
ENSG00000134318	ROCK2	9475	Ensembl
ENSG00000136930	PSMB7	5695	Ensembl
ccnt1-cdk9_human			GO
ENSG00000271717			Ensembl
H3F3B	H3F3B	3021	CarisMolecularIntelligence
ENSG00000233096			Ensembl
ENSG00000215480	OR7E37P	100506759	Ensembl
APN	ANPEP	290	ChemblInteractions
ENSG00000264583	MIR4487	100616222	Ensembl
NFKBIA	NFKBIA	4792	FoundationOneGenes
BE0001504	CTSF	8722	DrugBank
ENSG00000248648			Ensembl
ENSG00000053372	MRTO4	51154	Ensembl
ENSG00000092096	SLC22A17	51310	HingoraniCasas
ENSG00000113269	RNF130	55819	Ensembl
ENSG00000243135	UGT1A3	54659	Ensembl
ENSG00000240961	RN7SL415P	106479375	Ensembl
ENSG00000255780			Ensembl
ENSG00000132669	RIN2	54453	Ensembl
ITGB1BP1	ITGB1BP1	9270	Pharos
ENSG00000129559	NEDD8	4738	Ensembl
ENSG00000237750			Ensembl
ENSG00000159363	ATP13A2	23400	Ensembl
ENSG00000138798	EGF	1950	HingoraniCasas
DDC	DDC	1644	PharmGKB
Plasmodium Merozoite surface protein 1			TTD
ENSG00000253256			Ensembl
ENSG00000260823			Ensembl
ENSG00000181785	OR5AS1	219447	HingoraniCasas
ENSG00000214732			Ensembl
ENSG00000120896	SORBS3	10174	Ensembl
ENSG00000251112			Ensembl
ENSG00000204681	GABBR1	2550	Ensembl
ENSG00000135679	MDM2	4193	HingoraniCasas
BE0002206	P3H2	55214	DrugBank
ENSG00000100425	BRD1	23774	Ensembl
ENSG00000105127	AKAP8	10270	Ensembl
ENSG00000238195			Ensembl
ENSG00000183943	PRKX	5613	Ensembl
ENSG00000164287	CDC20B	166979	Ensembl
ENSG00000131355	ADGRE3	84658	RussLampel
ENSG00000254406			Ensembl
ENSG00000198336	MYL4	4635	Ensembl
ENSG00000074935	TUBE1	51175	Ensembl
ENSG00000187566	NHLRC1	378884	Ensembl
ENSG00000182771	GRID1	2894	RussLampel
ENSG00000243260	RN7SL558P	106481074	Ensembl
ENSG00000215418	PEX12P1	121727	Ensembl
ENSG00000238365	RNU7-57P	100151652	Ensembl
ENSG00000217060			Ensembl
ENSG00000253059	SNORA31	677814	Ensembl
ENSG00000189334	S100A14	57402	Ensembl
ENSG00000163041	H3F3A	3020	HingoraniCasas
ENSG00000200176	RNU1-19P	100873861	Ensembl
ENSG00000187116	LILRA5	353514	Ensembl
OR2T33	OR2T33	391195	dGene
ENSG00000233553			Ensembl
ENSG00000162004	CCDC78	124093	Ensembl
CDC42BPA	CDC42BPA	8476	dGene
ENSG00000144339	TMEFF2	23671	Ensembl
ENSG00000179817	MRGPRX4	117196	HingoraniCasas
ENSG00000100228	RAB36	9609	Ensembl
ENSG00000236723			Ensembl
ENSG00000266243	MIR4279	100422874	Ensembl
ADAMTS14	ADAMTS14	140766	Pharos
ENSG00000144671	SLC22A14	9389	RussLampel
CALHM1	CALHM1	255022	Pharos
ENSG00000166013	TRIM53BP	642425	Ensembl
ENSG00000254822			Ensembl
ENSG00000241097			Ensembl
Q08289	CACNB2	783	TEND
ENSG00000239822	RN7SL754P	106479497	Ensembl
ENSG00000196406	SPANXD	64648	Ensembl
EF2	EEF2	1938	ChemblInteractions
SLC14A2	SLC14A2	8170	Pharos
P48546	GIPR	2696	HopkinsGroom
55872	PBK	55872	GuideToPharmacology
P03372	ESR1	2099	TdgClinicalTrial
25818	KLK5	25818	GuideToPharmacology
CDKL4	CDKL4	344387	GO
ENSG00000013563	DNASE1L1	1774	RussLampel
ADRA1B	ADRA1B	147	dGene
ENSG00000254871			Ensembl
ENSG00000273487			Ensembl
ENSG00000286996			Ensembl
117195	MRGPRX3	117195	GuideToPharmacology
ENSG00000167191	GPRC5B	51704	Ensembl
ENSG00000197566	ZNF624	57547	Ensembl
ENSG00000147065	MSN	4478	Ensembl
PIK3R4	PIK3R4	30849	dGene
HTT	HTT	3064	PharmGKB
ENSG00000264843			Ensembl
ENSG00000283561	MIR376A2	664615	Ensembl
ENSG00000247675	LRP4-AS1	100507401	Ensembl
BE0001898	HSP90AB1	3326	DrugBank
ENSG00000163410			RussLampel
ENSG00000241807	RN7SL319P	106479339	Ensembl
ENSG00000216475			Ensembl
BE0009484	MAST1	22983	DrugBank
MET	MET	4233	ClearityFoundationClinicalTrial
DNMT3A	DNMT3A	1788	FoundationOneGenes
ENSG00000275361			Ensembl
UBE2S	UBE2S	27338	Pharos
ENSG00000259158	ADAM20P1	317760	Ensembl
ENSG00000257500			Ensembl
ENSG00000258021			Ensembl
ENSG00000250316			Ensembl
ENSG00000249558	RCC2P4	100421090	Ensembl
MST1R	MST1R	4486	FoundationOneGenes
CRISPLD2	CRISPLD2	83716	PharmGKB
ENSG00000235962	RPL7AP53	401640	Ensembl
DAXX	DAXX	1616	GO
CLG1	MMP8	4317	ChemblInteractions
P08620	FGF4	2249	TEND
FUT3	FUT3	2525	Pharos
Fascin	FSCN1	6624	TTD
MED23	MED23	9439	Pharos
ENSG00000280187			Ensembl
BTNL9	BTNL9	153579	GO
SIK1	SIK1	150094	dGene
ENSG00000163106	HPGDS	27306	Ensembl
CFHR4	CFHR4	10877	PharmGKB
P45985	MAP2K4	6416	TdgClinicalTrial
BE0002452	NPY5R	4889	DrugBank
ENSG00000287811			Ensembl
SYNGR3	SYNGR3	9143	Pharos
ENSG00000047644	WWC3	55841	Ensembl
P25024	CXCR1	3577	HopkinsGroom
ENSG00000139697	SBNO1	55206	Ensembl
DCBLD1	DCBLD1	285761	PharmGKB
OR3A5P	OR3A5P	100856809	dGene
ENSG00000181617	FDCSP	260436	HingoraniCasas
ENSG00000263742	MIR3165	100422953	Ensembl
ENSG00000262482			Ensembl
ENSG00000226663	MTND4P10	100873256	Ensembl
ENSG00000229647	MYOSLID	105373853	Ensembl
ENSG00000254966			Ensembl
SPATA2	SPATA2	9825	Pharos
TNFAIP1	TNFAIP1	7126	NCI
ENSG00000174744	BRMS1	25855	Ensembl
ENSG00000038358	EDC4	23644	Ensembl
ENSG00000137675	MMP27	64066	RussLampel
ENSG00000204971			Ensembl
ENSG00000279747			Ensembl
PSENEN	PSENEN	55851	DTC
ENSG00000168818	STX18	53407	Ensembl
ENSG00000237387			Ensembl
ENSG00000242547	RN7SL169P	106480372	Ensembl
BE0009920	TMPRSS2	7113	DrugBank
TSC1	TSC1	7248	CIViC
ENSG00000269586	CT45A10	102723631	Ensembl
ENSG00000229120	CYCSP4	360157	Ensembl
ENSG00000279277			Ensembl
ENSG00000267100	ILF3-AS1	147727	Ensembl
ENSG00000148180	GSN	2934	Ensembl
ENSG00000230528	NOS2P3	339256	Ensembl
BE0004966	ACTB	60	DrugBank
ENSG00000226243	RPL37AP1	140717	Ensembl
SLC16A12	SLC16A12	387700	Pharos
RNF112	RNF112	7732	NCI
TIRAP	TIRAP	114609	PharmGKB
P48448	ALDH3B2	222	HopkinsGroom
ANPEP	ANPEP	290	dGene
ENSG00000287678			Ensembl
ENSG00000213962	API5P2	728664	Ensembl
ENSG00000069188	SDK2	54549	Ensembl
BE0000559	IDH3B	3420	DrugBank
IL3RA	IL3RA	3563	NCI
ENSG00000255128	HSPD1P3	3332	Ensembl
ENSG00000259049			Ensembl
ENSG00000147081	AKAP4	8852	Ensembl
MCH4	CASP10	843	ChemblInteractions
ENSG00000248837			Ensembl
4486	MST1R	4486	GuideToPharmacology
BE0003470	CAPN3	825	DrugBank
ENSG00000260325	HSPB9	94086	Ensembl
ENSG00000286338			Ensembl
RRP1B	RRP1B	23076	PharmGKB
ENSG00000100372	SLC25A17	10478	RussLampel
B2RBV5			GO
ENSG00000280273			Ensembl
ENSG00000172197	MBOAT1	154141	Ensembl
ENSG00000109919	MTCH2	23788	RussLampel
ENSG00000185988	PLK5	126520	Ensembl
RABEP1	RABEP1	9135	GO
ENSG00000257957	QRSL1P3	100422374	Ensembl
ENSG00000100604	CHGA	1113	HingoraniCasas
ENSG00000138796	HADH	3033	Ensembl
ENSG00000239203			Ensembl
SLC22A2	SLC22A2	6582	Pharos
ENSG00000269707			Ensembl
PDS5A	PDS5A	23244	GO
ENSG00000252269	RNU4ATAC12P	106481865	Ensembl
TAS1R1	TAS1R1	80835	dGene
ENSG00000285988			Ensembl
ENSG00000214121	PRDX1P1	7002	Ensembl
ENSG00000218689	RPL5P21	100270838	Ensembl
ENSG00000031003	FAM13B	51306	Ensembl
GALNT10	GALNT10	55568	Pharos
CD55	CD55	1604	NCI
ENSG00000184903	IMMP2L	83943	Ensembl
P12931	SRC	6714	TdgClinicalTrial
ENSG00000235240			Ensembl
ENSG00000240776			Ensembl
PIK3R2	PIK3R2	5296	Tempus
HSD3B7	HSD3B7	80270	Pharos
8639	AOC3	8639	GuideToPharmacology
Human Deoxyribonucleic acid major groove			TTD
ENSG00000229390	MICD	4279	Ensembl
ENSG00000232072			Ensembl
Q8NGC8	OR11H7	390441	HopkinsGroom
ENSG00000227551	USP17L12	100287205	Ensembl
BE0003094	PAPSS1	9061	DrugBank
ENSG00000151229	SLC2A13	114134	RussLampel
LRP2	LRP2	4036	GO
ENSG00000129465	RIPK3	11035	HingoraniCasas
GPR31	GPR31	2853	GO
Q9H4B7	TUBB1	81027	HopkinsGroom
TWIST1	TWIST1	7291	GO
FRK	FRK	2444	Pharos
ENSG00000286907			Ensembl
ENSG00000225964	NRIR	104326052	Ensembl
ENSG00000016391	CHDH	55349	Ensembl
ENSG00000278902			Ensembl
BE0004520	PTS	5805	DrugBank
10013	HDAC6	10013	GuideToPharmacology
ENSG00000244019	RPS2P24	100270912	Ensembl
ENSG00000198090	KRTAP4-6	81871	Ensembl
TERT messenger RNA			TTD
ENSG00000271792			Ensembl
ENSG00000183690	EFHC2	80258	Ensembl
ENSG00000166111	SVOP	55530	HingoraniCasas
OR10A2	OR10A2	341276	GO
ENSG00000283278	MIR3914-2	100500920	Ensembl
ENSG00000181214	OR8G2P	26492	Ensembl
ENSG00000236909	OR2P1P	442183	Ensembl
FZD5	FZD5	7855	dGene
ENSG00000272823			Ensembl
ENSG00000145349	CAMK2D	817	Ensembl
BE0001115	SLC1A3	6507	DrugBank
ENSG00000251517			Ensembl
BE0000544	PCCB	5096	DrugBank
ENSG00000270287			Ensembl
MBTPS2	MBTPS2	51360	Pharos
64127	NOD2	64127	GuideToPharmacology
64096	GFRA4	64096	GuideToPharmacology
ENSG00000272362			Ensembl
ENSG00000285566			Ensembl
ENSG00000214867	SRSF9P1	54021	Ensembl
ENSG00000227958			Ensembl
ENSG00000265554			Ensembl
ENSG00000124564	SLC17A3	10786	RussLampel
ZMIZ1	ZMIZ1	57178	Pharos
ENSG00000258408	NT5CP2	326611	Ensembl
ENSG00000197496	SLC2A10	81031	RussLampel
HIP1	HIP1	3092	CarisMolecularIntelligence
RORC	RORC	6097	Pharos
ENSG00000230684			Ensembl
ENSG00000241671			Ensembl
ENSG00000236741			Ensembl
ENSG00000264028	RN7SL744P	106479493	Ensembl
ENSG00000140285	FGF7	2252	HingoraniCasas
ENSG00000228790			Ensembl
ENSG00000241746			Ensembl
PNP	PNP	4860	DTC
ENSG00000188796			RussLampel
ENSG00000215305	VPS16	64601	Ensembl
ENSG00000179914	ITLN1	55600	HingoraniCasas
ENSG00000279423			Ensembl
ENSG00000274427			Ensembl
APBB1	APBB1	322	Pharos
PSMC1	PSMC1	5700	ChemblInteractions
CGA	CGA	1081	GO
KCNA3	KCNA3	3738	Pharos
ENSG00000240601	RPL9P15	100270857	Ensembl
ENSG00000239471	RN7SL584P	106480519	Ensembl
ENSG00000230598			Ensembl
ENSG00000264549	SNORD95	619570	Ensembl
DYRK3	DYRK3	8444	Pharos
ENSG00000270369			Ensembl
ENSG00000279807			Ensembl
ENSG00000268070			Ensembl
ENSG00000232527			Ensembl
ENSG00000201493	RNU1-141P	106481633	Ensembl
SULF2	SULF2	55959	GO
GRM2	GRM2	2912	NCI
ENSG00000259657	PIGHP1	644761	Ensembl
ENSG00000227613	QRSL1P2	100422330	Ensembl
ENSG00000130940	CASZ1	54897	Ensembl
ENSG00000231132			Ensembl
ENSG00000169194	IL13	3596	Ensembl
ENSG00000234793			Ensembl
ENSG00000164683	HEY1	23462	Ensembl
ENSG00000215041	NEURL4	84461	Ensembl
Q8IUQ4	SIAH1	6477	TdgClinicalTrial
ENSG00000211893	IGHG2	3501	HingoraniCasas
ENSG00000261706	LINC00165	727701	Ensembl
ENSG00000267092			Ensembl
ENSG00000187498	COL4A1	1282	Ensembl
CPB2	CPB2	1361	GO
ENSG00000169297	NR0B1	190	RussLampel
ENSG00000159111	MRPL10	124995	Ensembl
ENSG00000224551	HMGB3P21	100873901	Ensembl
ENSG00000137275	RIPK1	8737	RussLampel
ENSG00000287801			Ensembl
ENSG00000272569	OR5BL1P	81205	Ensembl
23416	KCNH3	23416	GuideToPharmacology
ENSG00000131721	RHOXF2	84528	Ensembl
CDK6	CDK6	1021	MskImpact
ENSG00000133107	TRPC4	7223	HingoraniCasas
ENSG00000285413			Ensembl
NR4A1	NR4A1	3164	BaderLabGenes
NDUFA4L2	NDUFA4L2	56901	ChemblInteractions
ENSG00000284047	MIR6836	102465503	Ensembl
PICK1	PICK1	9463	Pharos
ENSG00000242070	NPM1P17	10830	Ensembl
ENSG00000156574	NODAL	4838	HingoraniCasas
ENSG00000211701	TRGV1	6973	Ensembl
ENSG00000243789	JMJD7	100137047	Ensembl
ENSG00000206567			Ensembl
PSMC3	PSMC3	5702	DTC
ENSG00000236459	HNRNPA1P22	729102	Ensembl
ENSG00000165215	CLDN3	1365	Ensembl
ENSG00000224788			Ensembl
PALB2	PALB2	79728	CIViC
P28472	GABRB3	2562	TEND
ENSG00000131409	LRRC4B	94030	Ensembl
OR52K2	OR52K2	119774	GO
P43115	PTGER3	5733	HopkinsGroom
ENSG00000249485	RBBP4P1	642954	Ensembl
ENSG00000267672			Ensembl
ENSG00000078967	UBE2D4	51619	Ensembl
ENSG00000199739	RNU6-552P	106481356	Ensembl
ENSG00000157851	DPYSL5	56896	Ensembl
ENSG00000270440			Ensembl
ENSG00000248333	CDK11B	984	HingoraniCasas
ENSG00000204962	PCDHA8	56140	Ensembl
P07101	TH	7054	TdgClinicalTrial
PIK3R3	PIK3R3	8503	ChemblInteractions
ENSG00000259363			Ensembl
Proteasome beta-10			TTD
ENSG00000280049			Ensembl
HIST1H3B	HIST1H3B	8358	Tempus
ENSG00000266995			Ensembl
ENSG00000176922	OR51S1	119692	RussLampel
ENSG00000286651			Ensembl
ENSG00000201811			Ensembl
B2GP-1			TALC
ADAM10	ADAM10	102	GO
ENSG00000270681			Ensembl
ENSG00000287766			Ensembl
ENSG00000238054			Ensembl
ENSG00000267736	HMGB2P1	729119	Ensembl
SLC2A3	SLC2A3	6515	Pharos
ENSG00000227688	HNRNPA3P2	170526	Ensembl
BE0000383	GOT2	2806	DrugBank
FOXP1	FOXP1	27086	FoundationOneGenes
ENSG00000201815	RNU6-526P	106481347	Ensembl
TYMS	TYMS	7298	NCI
ENSG00000265121			Ensembl
ENSG00000227059	ANHX	647589	Ensembl
ENSG00000214357	NEURL1B	54492	Ensembl
BE0009007	PHB2	11331	DrugBank
ENSG00000176393	RNPEP	6051	HingoraniCasas
MEN1	MEN1	4221	CarisMolecularIntelligence
ENSG00000230994	FGFR3P1	100462812	Ensembl
FOXA3	FOXA3	3171	GO
O75636	FCN3	8547	HopkinsGroom
ENSG00000284122	MIR6717	102465428	Ensembl
BE0000036	RAF1	5894	DrugBank
SEPT6	SEPT6	23157	FoundationOneGenes
ENSG00000254337			Ensembl
ENSG00000228999			Ensembl
ENSG00000172969	FRG2C	100288801	Ensembl
SLC1A3	SLC1A3	6507	HumanProteinAtlas
ENSG00000063177	RPL18	6141	Ensembl
ENSG00000241385			Ensembl
ENSG00000282556			Ensembl
ENSG00000239650	GUSBP4	375513	Ensembl
Aldehyde oxidase	AOX1	316	TTD
ENSG00000181786	ACTL9	284382	Ensembl
ENSG00000004478	FKBP4	2288	Ensembl
OR10P1	OR10P1	121130	GO
ENSG00000281091			Ensembl
MERTK	MERTK	10461	DTC
ENSG00000103942	HOMER2	9455	Ensembl
ENSG00000229586	TNPO1P3	339257	Ensembl
ENSG00000177054	ZDHHC13	54503	Ensembl
ENSG00000276612			Ensembl
ENSG00000250339	CXCL1P1	50612	Ensembl
ENSG00000180432	CYP8B1	1582	RussLampel
ENSG00000287861			Ensembl
ENSG00000252505	SNORA70	26778	Ensembl
FLT3	FLT3	2322	CancerCommons
ENSG00000253216			Ensembl
ENSG00000260984	FGFR3P5	100420952	Ensembl
ENSG00000201405			Ensembl
ENSG00000092531	SNAP23	8773	HingoraniCasas
ENSG00000206751			Ensembl
PIGF	PIGF	5281	TALC
ENSG00000071243	ING3	54556	Ensembl
ENSG00000253907			Ensembl
ENSG00000261504	LINC01686	284648	Ensembl
ENSG00000286145			Ensembl
CACNG4	CACNG4	27092	ChemblInteractions
ENSG00000253040	RNA5SP454	100873699	Ensembl
ENSG00000253637	IGLVV-58	28758	Ensembl
ENSG00000226255	UBE2V2P1	100128493	Ensembl
FMS	CSF1R	1436	ChemblInteractions
ENSG00000047936	ROS1	6098	RussLampel
ENSG00000257183			Ensembl
Q9GZK7	OR11A1	26531	HopkinsGroom
ENSG00000143028	SYPL2	284612	Ensembl
TP53	TP53	7157	HumanProteinAtlas
GABRA5	GABRA5	2558	DTC
KPNA6	KPNA6	23633	Pharos
ENSG00000259199			Ensembl
ENSG00000199202	RNA5SP289	100873542	Ensembl
VGCNL1	NALCN	259232	BaderLabGenes
ENSG00000154928	EPHB1	2047	HingoraniCasas
ENSG00000130413	STK33	65975	Ensembl
NRROS	NRROS	375387	GO
ENSG00000222715	MIR1911	100302222	Ensembl
ALDOA	ALDOA	226	HumanProteinAtlas
FAP-1 messenger RNA			TTD
ENSG00000131503	ANKHD1	54882	Ensembl
ENSG00000258343			Ensembl
ENSG00000279879			Ensembl
TRBV6-9	TRBV6-9	28598	Pharos
P49327	FASN	2194	HopkinsGroom
CD58	CD58	965	GO
IDO2	IDO2	169355	Pharos
NRIP1	NRIP1	8204	NCI
O95470	SGPL1	8879	HopkinsGroom
TRAV27	TRAV27	28655	Pharos
ENSG00000255104	ZNF286A	57335	Ensembl
ENSG00000284443	MIR197	406974	Ensembl
ENSG00000286618			Ensembl
ENSG00000246548	LINC02288	283575	Ensembl
ENSG00000228862			Ensembl
ENSG00000226853			Ensembl
ENSG00000253392			Ensembl
TRAF3IP2	TRAF3IP2	10758	PharmGKB
ENSG00000263409	MIR4747	100616337	Ensembl
CASP8	CASP8	841	dGene
11343	MGLL	11343	GuideToPharmacology
ENSG00000259375			Ensembl
ENSG00000260271			Ensembl
ENSG00000143603	KCNN3	3782	HingoraniCasas
ENSG00000115266	APC2	10297	Ensembl
ENSG00000133980	VRTN	55237	Ensembl
OR52A4P	OR52A4P	390053	GO
HCLS1	HCLS1	3059	Pharos
ENSG00000160781	PAQR6	79957	Ensembl
ENSG00000234186	C16ORF82	162083	Ensembl
ENSG00000251549			Ensembl
P98194	ATP2C1	27032	TEND
ENSG00000229991	AKR1B1P1	401982	Ensembl
10381	TUBB3	10381	GuideToPharmacology
ENSG00000272975	MYHAS	100128560	Ensembl
ENSG00000234634	LINC02093	105371541	Ensembl
